record_id,product_ndc,generic_name,labeler_name,brand_name,marketing_category,dosage_form,spl_id,product_type,product_id,application_number,brand_name_base,active_ingredient_name,active_ingredient_strength,route,pharm_class,package_ndc,description,marketing_start_date,listing_expiration_date,sample,finished
190,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-97,2 KIT in 1 CARTON (0597-0375-97)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
191,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-16,6 KIT in 1 CARTON (0597-0375-16)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
192,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-23,4 KIT in 1 CARTON (0597-0375-23)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
193,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-48,1 KIT in 1 CARTON (0597-0375-48)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,TRUE,TRUE
194,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-53,1 KIT in 1 CARTON (0597-0375-53)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
195,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-97,2 KIT in 1 CARTON (0597-0375-97)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
196,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-16,6 KIT in 1 CARTON (0597-0375-16)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
197,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-23,4 KIT in 1 CARTON (0597-0375-23)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
198,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-48,1 KIT in 1 CARTON (0597-0375-48)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,TRUE,TRUE
199,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-53,1 KIT in 1 CARTON (0597-0375-53)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
200,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-97,2 KIT in 1 CARTON (0597-0375-97)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
201,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-16,6 KIT in 1 CARTON (0597-0375-16)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
202,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-23,4 KIT in 1 CARTON (0597-0375-23)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
203,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-48,1 KIT in 1 CARTON (0597-0375-48)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,TRUE,TRUE
204,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-53,1 KIT in 1 CARTON (0597-0375-53)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
205,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-97,2 KIT in 1 CARTON (0597-0375-97)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
206,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-16,6 KIT in 1 CARTON (0597-0375-16)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
207,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-23,4 KIT in 1 CARTON (0597-0375-23)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
208,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-48,1 KIT in 1 CARTON (0597-0375-48)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,TRUE,TRUE
209,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-53,1 KIT in 1 CARTON (0597-0375-53)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
210,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-97,2 KIT in 1 CARTON (0597-0375-97)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
211,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-16,6 KIT in 1 CARTON (0597-0375-16)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
212,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-23,4 KIT in 1 CARTON (0597-0375-23)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
213,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-48,1 KIT in 1 CARTON (0597-0375-48)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,TRUE,TRUE
214,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-53,1 KIT in 1 CARTON (0597-0375-53)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
215,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-97,2 KIT in 1 CARTON (0597-0375-97)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
216,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-16,6 KIT in 1 CARTON (0597-0375-16)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
217,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-23,4 KIT in 1 CARTON (0597-0375-23)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
218,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-48,1 KIT in 1 CARTON (0597-0375-48)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,TRUE,TRUE
219,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-53,1 KIT in 1 CARTON (0597-0375-53)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
220,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-97,2 KIT in 1 CARTON (0597-0375-97)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
221,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-16,6 KIT in 1 CARTON (0597-0375-16)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
222,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-23,4 KIT in 1 CARTON (0597-0375-23)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
223,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-48,1 KIT in 1 CARTON (0597-0375-48)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,TRUE,TRUE
224,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-53,1 KIT in 1 CARTON (0597-0375-53)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
225,0597-0375,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0375_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0375-97,2 KIT in 1 CARTON (0597-0375-97)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .8 mL in 1 SYRINGE *  2 PACKET in 1 TRAY / 1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
226,0597-0400,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0400_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0400-89,2 KIT in 1 CARTON (0597-0400-89)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .2 mL in 1 SYRINGE *  1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
227,0597-0400,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0400_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0400-89,2 KIT in 1 CARTON (0597-0400-89)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .2 mL in 1 SYRINGE *  1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
228,0597-0400,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0400_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0400-89,2 KIT in 1 CARTON (0597-0400-89)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .2 mL in 1 SYRINGE *  1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
229,0597-0400,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0400_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0400-89,2 KIT in 1 CARTON (0597-0400-89)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .2 mL in 1 SYRINGE *  1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
230,0597-0400,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0400_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0400-89,2 KIT in 1 CARTON (0597-0400-89)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .2 mL in 1 SYRINGE *  1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
231,0597-0400,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0400_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0400-89,2 KIT in 1 CARTON (0597-0400-89)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .2 mL in 1 SYRINGE *  1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
232,0597-0400,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0400_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0400-89,2 KIT in 1 CARTON (0597-0400-89)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .2 mL in 1 SYRINGE *  1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
233,0597-0400,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0400_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0400-89,2 KIT in 1 CARTON (0597-0400-89)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .2 mL in 1 SYRINGE *  1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
234,0597-0400,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0400_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0400-89,2 KIT in 1 CARTON (0597-0400-89)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .2 mL in 1 SYRINGE *  1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
235,0597-0405,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0405_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0405-10,1 KIT in 1 CARTON (0597-0405-10)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .4 mL in 1 SYRINGE *  1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
236,0597-0405,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0405_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0405-80,2 KIT in 1 CARTON (0597-0405-80)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .4 mL in 1 SYRINGE *  1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
237,0597-0405,adalimumab-adbm,"Boehringer Ingelheim Pharmaceuticals, Inc.",Cyltezo,BLA,KIT,b9a21704-58a7-4806-beab-2518b7a3e6fc,HUMAN PRESCRIPTION DRUG,0597-0405_b9a21704-58a7-4806-beab-2518b7a3e6fc,BLA761058,Cyltezo,,,,,0597-0405-10,1 KIT in 1 CARTON (0597-0405-10)  / 1 KIT in 1 KIT *  1 SYRINGE in 1 TRAY / .4 mL in 1 SYRINGE *  1 mL in 1 PACKET,7/1/2023,12/31/2025,FALSE,TRUE
